,0,1,2,3,4,5
0,1,0.5445312261581421,0.28148147463798523,0.5367187261581421,0.3037036955356598,grey
0,2,0.5445312261581421,0.28148147463798523,0.5364583134651184,0.30416667461395264,grey
0,3,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.3037036955356598,grey
0,4,0.5442708134651184,0.28148147463798523,0.5367187261581421,0.3037036955356598,grey
0,5,0.5445312261581421,0.28148147463798523,0.5367187261581421,0.3037036955356598,grey
0,6,0.5442708134651184,0.2805555462837219,0.5367187261581421,0.30324074625968933,grey
0,7,0.5445312261581421,0.28101852536201477,0.5367187261581421,0.30324074625968933,grey
0,8,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30324074625968933,grey
0,9,0.5440104007720947,0.2805555462837219,0.5367187261581421,0.30324074625968933,grey
0,10,0.5442708134651184,0.28148147463798523,0.5367187261581421,0.30324074625968933,grey
0,11,0.5442708134651184,0.28148147463798523,0.5367187261581421,0.3037036955356598,grey
0,12,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30324074625968933,grey
0,13,0.543749988079071,0.2805555462837219,0.5367187261581421,0.30324074625968933,grey
0,14,0.543749988079071,0.28101852536201477,0.5369791388511658,0.30509260296821594,grey
0,15,0.543749988079071,0.28101852536201477,0.5369791388511658,0.30509260296821594,grey
0,16,0.5440104007720947,0.28148147463798523,0.5369791388511658,0.3055555522441864,grey
0,17,0.543749988079071,0.28101852536201477,0.5367187261581421,0.30509260296821594,grey
0,18,0.5434895753860474,0.2805555462837219,0.5369791388511658,0.30509260296821594,grey
0,19,0.543749988079071,0.2805555462837219,0.5372396111488342,0.3055555522441864,grey
0,20,0.5440104007720947,0.28148147463798523,0.5372396111488342,0.30601853132247925,grey
0,21,0.543749988079071,0.28101852536201477,0.5372396111488342,0.3055555522441864,grey
0,22,0.5442708134651184,0.28148147463798523,0.5369791388511658,0.30601853132247925,grey
0,23,0.543749988079071,0.28101852536201477,0.5372396111488342,0.3055555522441864,grey
0,24,0.543749988079071,0.28101852536201477,0.5369791388511658,0.30509260296821594,grey
0,25,0.5440104007720947,0.28101852536201477,0.5369791388511658,0.3055555522441864,grey
0,26,0.5440104007720947,0.28148147463798523,0.5369791388511658,0.3055555522441864,grey
0,27,0.5440104007720947,0.28101852536201477,0.5369791388511658,0.30509260296821594,grey
0,28,0.543749988079071,0.28101852536201477,0.5367187261581421,0.30509260296821594,grey
0,29,0.543749988079071,0.28101852536201477,0.5369791388511658,0.3046296238899231,grey
0,30,0.5434895753860474,0.2805555462837219,0.5367187261581421,0.30416667461395264,grey
0,31,0.5440104007720947,0.2805555462837219,0.5369791388511658,0.30509260296821594,grey
0,32,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.3037036955356598,grey
0,33,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30416667461395264,grey
0,34,0.5442708134651184,0.28101852536201477,0.5369791388511658,0.3046296238899231,grey
0,35,0.5442708134651184,0.28101852536201477,0.5369791388511658,0.3046296238899231,grey
0,36,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.3046296238899231,grey
0,37,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30416667461395264,grey
0,38,0.5440104007720947,0.2805555462837219,0.5372396111488342,0.3046296238899231,grey
0,39,0.5440104007720947,0.2805555462837219,0.5369791388511658,0.30416667461395264,grey
0,40,0.5442708134651184,0.2819444537162781,0.5369791388511658,0.30509260296821594,grey
0,41,0.5442708134651184,0.28101852536201477,0.5369791388511658,0.3046296238899231,grey
0,42,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30416667461395264,grey
0,43,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30416667461395264,grey
0,44,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30416667461395264,grey
0,45,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.3037036955356598,grey
0,46,0.5440104007720947,0.28101852536201477,0.5369791388511658,0.30416667461395264,grey
0,47,0.5440104007720947,0.28101852536201477,0.5367187261581421,0.3046296238899231,grey
0,48,0.5442708134651184,0.28101852536201477,0.5367187261581421,0.30416667461395264,grey
0,49,0.5440104007720947,0.2805555462837219,0.5367187261581421,0.3046296238899231,grey
