,0,1,2,3,4,5
0,1,0.15312500298023224,0.1657407432794571,0.13645833730697632,0.1578703671693802,grey
0,2,0.15286459028720856,0.16805554926395416,0.13645833730697632,0.1587962955236435,grey
0,3,0.15182290971279144,0.16898147761821747,0.13645833730697632,0.15833333134651184,grey
0,4,0.15130208432674408,0.17083333432674408,0.13671875,0.1587962955236435,grey
0,5,0.1510416716337204,0.1736111044883728,0.13645833730697632,0.16018518805503845,grey
0,6,0.15156249701976776,0.1736111044883728,0.1380208283662796,0.1597222238779068,grey
0,7,0.15182290971279144,0.16944444179534912,0.1380208283662796,0.1587962955236435,grey
0,8,0.15312500298023224,0.16805554926395416,0.13958333432674408,0.1578703671693802,grey
0,9,0.15442708134651184,0.16898147761821747,0.14036458730697632,0.15833333134651184,grey
0,9,0.1067708358168602,0.17546296119689941,0.10494791716337204,0.18888889253139496,grey
0,10,0.1549479216337204,0.16990740597248077,0.14088541269302368,0.15925925970077515,grey
0,10,0.10651041567325592,0.17546296119689941,0.10442708432674408,0.1893518567085266,grey
0,11,0.15625,0.16851851344108582,0.14166666567325592,0.1587962955236435,grey
0,11,0.10651041567325592,0.17499999701976776,0.1041666641831398,0.1884259283542633,grey
0,12,0.15677084028720856,0.16712963581085205,0.14296874403953552,0.15694443881511688,grey
0,12,0.10651041567325592,0.1745370328426361,0.10364583134651184,0.18796296417713165,grey
0,13,0.15833333134651184,0.1648148149251938,0.14348958432674408,0.15509259700775146,grey
0,13,0.10703124850988388,0.1736111044883728,0.10312499850988388,0.1884259283542633,grey
0,14,0.15911458432674408,0.16435185074806213,0.14427083730697632,0.15324074029922485,grey
0,14,0.10833333432674408,0.17314815521240234,0.1015625,0.19027778506278992,grey
0,15,0.15911458432674408,0.16203702986240387,0.14453125,0.15138888359069824,grey
0,15,0.10859374701976776,0.17175926268100739,0.1002604141831398,0.19074073433876038,grey
0,16,0.15911458432674408,0.1606481522321701,0.14505209028720856,0.14907407760620117,grey
0,16,0.109375,0.1726851910352707,0.10052083432674408,0.19027778506278992,grey
0,17,0.16041666269302368,0.1606481522321701,0.14557291567325592,0.1476851850748062,grey
0,17,0.11015625298023224,0.17175926268100739,0.10104166716337204,0.19027778506278992,grey
0,18,0.16093750298023224,0.1615740805864334,0.14609375596046448,0.1476851850748062,grey
0,18,0.11119791865348816,0.1726851910352707,0.10052083432674408,0.18981482088565826,grey
0,19,0.16380208730697632,0.1615740805864334,0.14869791269302368,0.14907407760620117,grey
0,19,0.11145833134651184,0.1736111044883728,0.10078124701976776,0.18981482088565826,grey
0,20,0.1653645783662796,0.1606481522321701,0.1497395783662796,0.14861111342906952,grey
0,20,0.1119791641831398,0.1726851910352707,0.10104166716337204,0.1893518567085266,grey
0,21,0.16848959028720856,0.1587962955236435,0.15208333730697632,0.1476851850748062,grey
0,21,0.1119791641831398,0.17314815521240234,0.10078124701976776,0.18981482088565826,grey
0,22,0.11223958432674408,0.17314815521240234,0.10052083432674408,0.19027778506278992,grey
0,22,0.17109374701976776,0.16111111640930176,0.15468749403953552,0.14953704178333282,grey
0,23,0.17395833134651184,0.16249999403953552,0.15729166567325592,0.15138888359069824,grey
0,23,0.11276041716337204,0.1736111044883728,0.09973958134651184,0.1893518567085266,grey
0,24,0.11380208283662796,0.17499999701976776,0.13697916269302368,0.1648148149251938,steelblue
0,24,0.17552083730697632,0.16388888657093048,0.13697916269302368,0.1648148149251938,steelblue
0,25,0.11406250298023224,0.1745370328426361,0.09921874850988388,0.18796296417713165,steelblue
0,25,0.17656250298023224,0.1666666716337204,0.15937499701976776,0.15324074029922485,steelblue
0,26,0.17916665971279144,0.16944444179534912,0.14218750596046448,0.16435185074806213,steelblue
0,26,0.11484374850988388,0.1736111044883728,0.14218750596046448,0.16435185074806213,steelblue
0,27,0.18255208432674408,0.1726851910352707,0.16432291269302368,0.15694443881511688,grey
0,27,0.11562500149011612,0.1745370328426361,0.10052083432674408,0.1865740716457367,grey
0,28,0.18593749403953552,0.17685185372829437,0.16770833730697632,0.16018518805503845,grey
0,28,0.11614583432674408,0.17407406866550446,0.10078124701976776,0.1856481432914734,grey
0,29,0.11614583432674408,0.17499999701976776,0.1002604141831398,0.18472221493721008,grey
0,29,0.18723958730697632,0.17870371043682098,0.17005208134651184,0.16018518805503845,grey
0,30,0.11666666716337204,0.17499999701976776,0.10078124701976776,0.18472221493721008,grey
0,30,0.18932291865348816,0.18287037312984467,0.17265625298023224,0.16296295821666718,grey
0,31,0.11640624701976776,0.17407406866550446,0.10130207985639572,0.18425926566123962,grey
0,31,0.19192709028720856,0.19027778506278992,0.17682291567325592,0.16805554926395416,grey
0,32,0.1171875,0.17407406866550446,0.1015625,0.18425926566123962,grey
0,32,0.19374999403953552,0.1953703761100769,0.18020834028720856,0.16898147761821747,grey
0,33,0.11744792014360428,0.17499999701976776,0.10182292014360428,0.182407408952713,grey
0,33,0.19635416567325592,0.20092593133449554,0.18437500298023224,0.17222222685813904,grey
0,34,0.19843749701976776,0.20462962985038757,0.18671874701976776,0.17824074625968933,grey
0,34,0.11770833283662796,0.17499999701976776,0.10234375298023224,0.18287037312984467,grey
0,35,0.2005208283662796,0.20879629254341125,0.18932291865348816,0.18333333730697632,grey
0,35,0.11796875298023224,0.17499999701976776,0.10260416567325592,0.18287037312984467,grey
0,36,0.11822916567325592,0.17499999701976776,0.1028645858168602,0.18287037312984467,grey
0,36,0.20208333432674408,0.21250000596046448,0.19088540971279144,0.1865740716457367,grey
0,37,0.20390625298023224,0.2162037044763565,0.19374999403953552,0.1893518567085266,grey
0,37,0.11953125149011612,0.17685185372829437,0.10312499850988388,0.18101851642131805,grey
0,38,0.20624999701976776,0.22175925970077515,0.19635416567325592,0.192592591047287,grey
0,38,0.12005208432674408,0.17777778208255768,0.10208333283662796,0.18009258806705475,grey
0,39,0.12005208432674408,0.17824074625968933,0.10208333283662796,0.1805555522441864,grey
0,39,0.20677083730697632,0.22777777910232544,0.19713541865348816,0.1944444477558136,grey
0,40,0.12031249701976776,0.17870371043682098,0.10208333283662796,0.18101851642131805,grey
0,40,0.21015624701976776,0.23842592537403107,0.20130208134651184,0.2013888955116272,grey
0,41,0.12057291716337204,0.1805555522441864,0.1028645858168602,0.18101851642131805,grey
0,41,0.21197916567325592,0.24351851642131805,0.20364584028720856,0.20648148655891418,grey
0,42,0.12083332985639572,0.18101851642131805,0.10312499850988388,0.1814814805984497,grey
0,42,0.2122395783662796,0.24675926566123962,0.2044270783662796,0.2092592567205429,grey
0,43,0.12187500298023224,0.18194444477558136,0.10468749701976776,0.1814814805984497,grey
0,43,0.21328124403953552,0.255092591047287,0.20624999701976776,0.2152777761220932,grey
0,44,0.1223958358168602,0.18287037312984467,0.10520832985639572,0.18101851642131805,grey
0,44,0.21380208432674408,0.25925925374031067,0.20755209028720856,0.21898147463798523,grey
0,45,0.12265624850988388,0.18333333730697632,0.10520832985639572,0.1814814805984497,grey
0,45,0.21406249701976776,0.2606481611728668,0.20807291567325592,0.21990740299224854,grey
0,46,0.2109375,0.26249998807907104,0.21015624701976776,0.2212962955236435,grey
0,46,0.12343750149011612,0.18333333730697632,0.10494791716337204,0.18009258806705475,grey
0,47,0.20885416865348816,0.2611111104488373,0.20885416865348816,0.2212962955236435,grey
0,47,0.1236979141831398,0.18333333730697632,0.10520832985639572,0.18009258806705475,grey
0,48,0.20807291567325592,0.260185182094574,0.20911458134651184,0.2203703671693802,grey
0,48,0.1236979141831398,0.18287037312984467,0.10520832985639572,0.1796296238899231,grey
0,49,0.20390625298023224,0.26435184478759766,0.20859375596046448,0.2231481522321701,grey
