"","diff","lwr","upr","p adj"
"mix-Group8",0.908910180170577,0.488316958256052,1.3295034020851,6.77354056922708e-05
"Group4-Group8",1.19861336585398,0.778020143939456,1.6192065877685,1.62165669637115e-06
"Group4-mix",0.289703185683403,-0.116628470027066,0.696034841393872,0.193866536507317
