"","X","Group","PValue","label"
"1","Group4",1,4.6333498640548e-09,"***"
"2","Group8",1,4.6333498640548e-09,"***"
"3","Group9",2,0.000441461041115711,"***"
"4","Group8",2,0.000441461041115711,"***"
"5","Group10",3,0.00756583043717384,"**"
"6","Group8",3,0.00756583043717384,"**"
"7","Group7",4,1.42438636177722e-08,"***"
"8","Group4",4,1.42438636177722e-08,"***"
